N,P,K,temperature,humidity,ph,rainfall,label,month,soil_type
111.0,39.0,22.0,22.6036,80.3509,6.135,88.574,cotton,5,black
98.6079,40.5682,35.304,25.3796,75.0934,7.0251,189.2236,jute,6,alluvial
84.0,38.0,43.0,26.5742,73.8199,7.2616,159.3223,jute,6,alluvial
106.0,16.0,54.0,28.9602,91.6953,6.5859,24.7458,muskmelon,2,sandy
96.7147,84.3887,174.0314,33.7152,78.0885,6.2712,298.3363,barley,10,alluvial
34.0,47.0,19.0,27.3137,85.4482,6.5688,53.1522,mungbean,3,sandy
99.0,39.0,18.0,19.2013,68.3058,6.1128,87.8509,maize,6,alluvial
22.0,28.0,26.0,27.67,45.42,4.95,92.85,mango,2,loamy
36.0,76.0,75.0,18.3812,16.6381,8.7363,70.5206,chickpea,10,sandy
61.0,23.0,123.0,36.38,71.2,6.61,206.7,barley,10,alluvial
106.0,20.0,51.0,29.73,90.97,6.34,20.49,muskmelon,2,sandy
5.67,68.01,19.0,26.761,41.5887,4.7586,95.1617,pigeonpeas,6,alluvial
56.0,59.0,55.0,37.0355,91.7943,6.5519,188.5181,papaya,3,alluvial
8.1778,9.5278,29.9389,29.092,95.5663,5.701,183.055,coconut,1,sandy
96.0083,11.5967,51.4033,25.5186,84.2605,6.5869,43.7742,watermelon,2,sandy
84.0,37.0,42.0,25.4967,81.1345,6.6911,169.9288,jute,6,alluvial
28.0,27.0,34.0,32.45,50.7,6.53,95.05,mango,2,loamy
100.9637,10.9092,50.891,25.5186,84.2853,6.7777,44.1434,watermelon,2,sandy
116.4445,64.635,132.0158,22.4165,30.9113,6.2116,239.0978,barley,10,alluvial
90.0,39.0,37.0,24.81,81.69,6.86,190.79,jute,6,alluvial
97.0,29.0,27.0,27.75,54.37,7.21,139.86,coffee,6,laterite
4.0,84.0,142.0,20.12,81.55,7.63,217.32,sugarcane,2,alluvial
9.0,113.0,21.0,19.97,66.99,5.86,205.78,soybean,6,black
79.0,45.0,43.0,25.72,79.16,7.17,187.17,jute,6,alluvial
20.1475,26.7166,79.2717,27.4492,57.3806,5.2798,132.4234,sugarcane,2,alluvial
89.0,9.0,47.0,29.4701,90.77,6.6699,28.7501,muskmelon,2,sandy
104.0,96.0,177.0,36.17,79.32,7.13,114.53,wheat,10,alluvial
56.0,57.0,48.0,31.56,93.05,6.51,63.62,papaya,3,alluvial
31.7508,49.999,23.4985,27.4834,85.5395,7.042,53.0531,mungbean,3,sandy
23.0,23.0,30.0,32.82,47.46,4.76,90.89,mango,2,loamy
11.0,60.0,23.0,27.3368,88.5023,7.033,51.098,mungbean,3,sandy
6.0,140.0,205.0,17.6656,82.929,6.3131,69.8671,grapes,1,loamy
8.0,6.0,33.0,28.278,93.6476,6.0953,171.9458,coconut,1,sandy
129.0,43.0,16.0,25.5504,77.8506,6.7321,78.5849,cotton,5,black
4.0,19.0,42.0,23.83,87.84,6.31,111.22,pomegranate,2,sandy
30.0,41.0,15.0,24.83,44.17,5.89,52.08,mothbeans,6,sandy
24.0,142.0,202.0,22.5378,91.4814,5.7108,101.8475,apple,1,loamy
18.0,79.0,20.0,20.2751,23.2354,5.8773,139.7522,kidneybeans,10,loamy
36.0,67.0,25.0,35.9518,36.5278,6.4181,136.0457,pigeonpeas,6,alluvial
107.0,71.0,55.0,29.42,83.97,6.09,117.23,banana,3,clay
33.093,56.3662,51.5901,37.2812,91.8716,6.9304,160.2406,papaya,3,alluvial
34.0,16.0,25.0,30.07,50.96,6.11,92.1,mango,2,loamy
71.0,54.0,16.0,22.6136,63.6907,5.7499,87.7595,maize,6,alluvial
25.0,129.0,195.0,17.9884,81.1786,5.7787,72.3706,grapes,1,loamy
89.909,6.2727,50.818,25.4036,88.3325,6.5335,42.6701,watermelon,2,sandy
27.0,8.0,30.0,26.4483,98.2997,6.0093,221.2283,coconut,1,sandy
1.0,67.0,21.0,27.5214,60.5366,6.5516,48.0649,lentil,10,loamy
68.0,21.0,18.0,20.52,44.83,5.16,85.97,sugarcane,2,alluvial
78.0,23.0,9.0,37.26,62.58,6.34,289.49,maize,6,alluvial
39.0,70.0,52.0,26.2675,90.7981,6.6509,59.4921,papaya,3,alluvial
5.0,59.0,15.0,18.8749,20.1824,5.9723,134.1812,kidneybeans,10,loamy
67.0487,64.9513,180.8539,32.4332,78.4245,4.7346,89.8451,soybean,6,black
92.0,85.0,51.0,29.2211,81.0817,5.7407,108.8615,banana,3,clay
22.0,104.0,93.0,18.79,71.2,6.24,165.98,rice,7,clay
52.0,81.0,65.0,17.65,39.31,5.56,186.03,barley,10,alluvial
111.6793,77.1525,96.9159,31.1698,41.9548,5.1678,255.3913,soybean,6,black
103.0,2.0,157.0,18.14,42.23,7.48,191.15,sugarcane,2,alluvial
8.0,45.0,15.0,28.0957,60.9835,4.6114,33.8411,mothbeans,6,sandy
53.0,65.0,76.0,20.19,16.42,8.72,77.34,chickpea,10,sandy
16.0,10.0,41.0,24.7746,85.6361,6.739,105.7596,pomegranate,2,sandy
5.147,15.441,37.853,18.4653,88.4297,5.7435,108.075,pomegranate,2,sandy
25.644,127.4974,195.4293,18.3986,81.5135,5.7964,71.7888,grapes,1,loamy
44.8895,59.4826,17.407,27.8596,65.6691,6.7686,72.4995,blackgram,6,clay
85.0,21.0,50.1492,29.7188,90.2889,6.1165,24.0665,muskmelon,2,sandy
54.651,77.8837,17.3721,27.1755,66.6968,7.1727,61.6304,blackgram,6,clay
24.0,142.0,202.0,22.5385,91.4809,5.7106,101.8482,apple,1,loamy
91.0,13.0,47.0,29.1097,92.4351,6.1441,27.956,muskmelon,2,sandy
48.3826,32.9597,46.4229,21.51,79.4907,5.3583,204.5459,wheat,10,alluvial
13.0,67.0,18.0,30.5753,34.7559,5.3848,177.5764,pigeonpeas,6,alluvial
1.0,59.0,23.0,27.4685,87.1765,7.1844,43.7842,mungbean,3,sandy
69.0,64.0,47.0,40.21,94.51,6.99,186.68,papaya,3,alluvial
0.0,27.0,38.0,22.4458,89.9015,6.738,109.3906,pomegranate,2,sandy
38.0,56.0,25.0,25.7404,45.382,7.8805,67.432,mothbeans,6,sandy
70.0,36.0,42.0,21.84,80.73,6.95,202.38,rice,7,clay
40.0,16.0,35.0,34.1644,54.1648,4.9547,98.3335,mango,2,loamy
32.0,11.0,31.0,25.0687,93.3141,6.2059,134.8419,coconut,1,sandy
21.0,17.0,15.0,23.98,91.55,7.46,118.49,orange,7,loamy
35.3311,19.696,147.0542,28.3551,70.7868,5.7879,280.8606,wheat,10,alluvial
56.2868,73.7985,84.5426,17.2291,17.838,7.7023,83.232,chickpea,10,sandy
54.0,61.2535,77.7605,18.4751,15.5167,6.5344,78.0261,chickpea,10,sandy
37.0,15.0,120.0,25.76,34.44,6.53,187.43,maize,6,alluvial
14.0,128.0,205.0,22.61,94.59,6.23,116.04,apple,1,loamy
5.6095,62.9762,22.5857,21.1669,19.316,5.8487,120.2926,kidneybeans,10,loamy
83.0,94.0,47.0,27.4,81.11,6.47,112.14,banana,3,clay
24.0468,65.7383,11.9844,25.6265,25.0766,6.3028,188.6402,wheat,10,alluvial
98.0,18.0,27.0,27.5609,68.493,6.5163,167.4358,coffee,6,laterite
15.0,133.0,199.0,23.9969,91.61,5.8248,117.6103,apple,1,loamy
101.0,75.0,50.0,26.59,81.41,6.24,109.98,banana,3,clay
14.0,99.0,128.0,32.82,48.01,7.82,291.46,rice,7,clay
47.0,80.0,77.0,17.1825,16.4289,7.5611,72.8502,chickpea,10,sandy
37.4059,56.9373,83.9373,18.4255,17.7224,6.7719,68.8397,chickpea,10,sandy
42.0,60.8592,22.1408,26.3284,62.3169,7.3762,70.1959,blackgram,6,clay
95.0,39.0,29.0,27.3515,55.9938,7.1341,148.9813,coffee,6,laterite
6.0,13.0,9.0,34.5142,90.5615,7.7867,118.3272,orange,7,loamy
16.8666,64.1,16.0667,30.9642,32.3327,7.1025,180.6121,pigeonpeas,6,alluvial
32.0,41.0,16.0,28.64,61.39,7.7,68.55,mothbeans,6,sandy
87.0,21.0,52.0,27.35,94.29,6.07,27.21,muskmelon,2,sandy
29.9057,29.0943,140.8491,27.4038,63.6938,5.9409,297.2915,wheat,10,alluvial
110.8477,88.0508,54.8985,29.4531,78.3355,5.5209,96.5971,banana,3,clay
80.0,80.0,95.0,26.57,60.82,5.45,223.23,wheat,10,alluvial
36.4361,24.094,12.906,19.0376,90.647,7.772,108.3734,orange,7,loamy
10.9728,33.3967,25.6576,35.3791,51.3922,5.4342,100.2508,mango,2,loamy
117.0,30.0,50.0,24.9,87.21,6.74,46.59,watermelon,2,sandy
72.2173,14.2073,76.2952,30.9127,31.9208,8.2455,258.4379,sugarcane,2,alluvial
87.0,44.0,43.0,23.87,86.79,6.72,177.51,jute,6,alluvial
85.0,37.0,39.0,24.5278,82.7369,6.3641,224.6757,rice,7,clay
0.0,67.0,22.0,29.8203,69.4093,6.591,51.5612,lentil,10,loamy
80.2898,18.2898,52.2898,28.083,90.9856,6.4889,23.6726,muskmelon,2,sandy
89.5487,40.4513,38.5487,24.5542,78.6223,6.4994,195.517,jute,6,alluvial
61.0,59.0,17.0,23.3384,59.2458,6.4744,105.0083,maize,6,alluvial
127.9327,24.5201,57.7178,26.9196,82.5552,5.4527,73.3042,wheat,10,alluvial
37.0,65.0,108.0,25.28,74.1,6.82,194.96,barley,10,alluvial
29.0,140.0,195.0,23.64,90.95,5.56,116.74,apple,1,loamy
3.0,60.0,19.0,25.7468,40.7193,4.8208,100.7792,pigeonpeas,6,alluvial
39.0,36.0,22.0,29.3432,60.5032,9.072,34.0334,mothbeans,6,sandy
96.0,18.0,50.0,25.331,84.3053,6.9042,41.5322,watermelon,2,sandy
99.0,6.0,45.0,26.1259,86.5508,6.001,40.7121,watermelon,2,sandy
100.1396,17.302,52.2792,26.0925,80.7332,6.873,56.4605,watermelon,2,sandy
27.0,113.0,105.0,22.31,50.74,4.89,267.38,maize,6,alluvial
36.0,56.0,83.0,18.8978,19.7618,7.4527,69.0951,chickpea,10,sandy
1.0,76.0,17.0,28.4343,52.1001,6.0127,147.0415,pigeonpeas,6,alluvial
79.0,45.0,43.0,25.7197,79.1585,7.1703,187.1711,jute,6,alluvial
72.0,41.0,36.0,24.0987,80.5723,6.1877,176.8604,jute,6,alluvial
9.3296,36.5568,32.1136,28.008,53.5529,6.2841,98.6975,mango,2,loamy
84.0,50.0,44.0,25.4859,81.4063,5.9353,182.6549,rice,7,clay
74.0,40.0,40.0,25.1384,83.1205,6.3863,169.3388,jute,6,alluvial
33.0,29.0,34.0,31.4095,49.2173,6.833,92.9974,mango,2,loamy
39.0,42.0,20.0,29.35,61.2503,8.0597,40.8299,mothbeans,6,sandy
20.0,41.0,20.0,29.2713,89.489,7.0713,50.922,mungbean,3,sandy
56.2972,59.3514,15.6486,31.4205,67.9802,7.2276,63.6964,blackgram,6,clay
2.0,67.0,18.0,34.52,47.53,5.92,129.01,pigeonpeas,6,alluvial
114.6241,12.2819,52.188,27.5288,94.7673,6.643,21.1177,muskmelon,2,sandy
8.0,136.0,201.0,41.656,82.2212,5.6093,74.1966,grapes,1,loamy
33.0,29.0,34.0,31.4095,49.2173,6.833,92.9974,mango,2,loamy
31.6455,56.2909,19.4181,18.1541,22.9019,5.7614,108.0408,kidneybeans,10,loamy
19.0,78.0,16.0,20.6538,23.1054,5.9675,67.7177,kidneybeans,10,loamy
117.0,30.0,50.0,24.9012,87.2077,6.745,46.5921,watermelon,2,sandy
26.0,37.0,30.0,35.4,49.46,6.17,97.41,mango,2,loamy
17.0,11.0,32.0,28.74,93.4,5.62,156.77,coconut,1,sandy
115.0,97.0,76.0,15.19,24.66,5.83,83.61,soybean,6,black
6.0,30.0,40.0,22.7704,91.455,6.3614,106.9659,pomegranate,2,sandy
5.0,136.0,195.0,22.3568,91.9231,6.2636,107.7698,apple,1,loamy
88.0,78.0,45.0,29.1,79.2,6.32,92.08,banana,3,clay
103.0,51.0,20.0,22.8,84.15,7.05,91.64,cotton,5,black
23.8415,73.4317,18.4099,30.5371,61.9164,5.6049,158.099,pigeonpeas,6,alluvial
29.0,75.0,75.0,19.6237,18.7142,7.0642,88.4587,chickpea,10,sandy
89.0,91.0,55.0,25.0833,80.2616,6.2758,94.3296,banana,3,clay
92.9836,87.9508,51.0,29.191,78.9135,5.68,109.2121,banana,3,clay
116.4537,18.0185,183.5093,24.9283,70.6051,6.8687,206.2679,sugarcane,2,alluvial
2.0,21.0,44.0,18.9216,87.3129,6.5689,102.8013,pomegranate,2,sandy
40.0,10.2129,42.8193,24.4275,85.8298,6.1089,109.3125,pomegranate,2,sandy
60.0,48.0,39.0,24.2821,80.3003,7.0423,231.0863,rice,7,clay
89.0,60.0,17.0,25.3755,57.2103,5.984,101.7004,maize,6,alluvial
17.0,43.0,22.0,30.0614,45.9007,5.4983,41.0551,mothbeans,6,sandy
87.0,54.0,20.0,25.6171,63.4712,6.5764,108.8304,maize,6,alluvial
23.0,24.0,32.0,28.1218,46.1689,5.6306,93.3025,mango,2,loamy
7.0,22.0,137.0,24.94,79.54,6.0,253.66,rice,7,clay
74.3636,40.3636,38.1819,25.0782,81.4873,6.5609,168.3582,jute,6,alluvial
126.0,50.0,19.0,24.69,81.74,6.63,78.58,cotton,5,black
84.6112,23.028,41.0,26.2558,48.7006,5.5539,188.5175,barley,10,alluvial
126.0,37.0,21.0,25.85,84.17,6.61,77.03,cotton,5,black
25.0,12.0,26.0,28.5697,95.6791,6.4363,134.837,coconut,1,sandy
9.0,16.0,36.0,23.7799,92.9339,5.8933,106.9777,pomegranate,2,sandy
102.0,53.0,21.0,23.04,76.11,6.91,91.5,cotton,5,black
11.0,61.0,21.0,18.6219,23.0223,5.5312,135.3388,kidneybeans,10,loamy
12.0,27.0,26.0,29.0938,45.5661,5.3231,96.2352,mango,2,loamy
93.6547,81.5516,49.7937,27.3942,82.4838,6.0415,93.4673,banana,3,clay
99.0,52.0,189.0,26.92,46.99,8.53,241.94,barley,10,alluvial
18.0,20.0,26.0,31.6652,51.9859,5.4358,89.9802,mango,2,loamy
89.0,86.9845,55.0,26.1466,77.7344,6.2754,92.5922,banana,3,clay
103.0,33.0,33.0,26.7172,50.5015,7.1314,126.8074,coffee,6,laterite
32.0,70.0,20.0,20.89,46.25,6.21,195.57,pigeonpeas,6,alluvial
4.0,38.6962,21.326,28.4103,82.3065,6.8183,44.1375,mungbean,3,sandy
37.0,10.0,32.0,28.9632,95.1633,6.1651,222.803,coconut,1,sandy
37.7438,60.5124,20.5124,28.3564,60.8919,7.4663,47.5638,lentil,10,loamy
95.0,51.0,191.0,20.13,85.41,5.39,178.38,barley,10,alluvial
0.0,41.0,94.0,25.04,65.4,6.97,288.67,soybean,6,black
123.788,77.1145,63.7843,26.1868,38.3941,6.5158,81.5663,barley,10,alluvial
10.1797,47.4608,19.0,28.0193,46.3981,4.5097,45.8116,mothbeans,6,sandy
9.8864,60.8896,23.6656,18.6481,19.4846,5.7496,124.7865,kidneybeans,10,loamy
69.0,43.0,11.0,39.53,24.71,8.79,215.71,cotton,5,black
67.0,35.0,22.0,23.31,63.25,6.39,108.76,maize,6,alluvial
13.0,69.0,19.0,17.3084,20.0173,5.8639,115.1992,kidneybeans,10,loamy
26.0,35.488,30.756,33.9257,52.1815,5.5416,97.894,mango,2,loamy
105.0,74.0,45.0,25.1452,81.382,6.0984,119.2182,banana,3,clay
29.0,34.8226,27.6452,29.331,53.6915,6.8465,90.2033,mango,2,loamy
60.0,21.0,156.0,18.07,53.82,8.71,59.99,maize,6,alluvial
34.0,21.0,42.0,18.7593,89.9346,6.6487,111.0197,pomegranate,2,sandy
85.0,89.0,51.0,29.21,84.7,6.16,108.55,banana,3,clay
21.0,51.0,15.0,29.3649,89.1887,6.6791,48.3016,mungbean,3,sandy
7.0,74.0,17.0,22.4708,62.5686,5.6692,96.7491,pigeonpeas,6,alluvial
20.0,79.0,77.0,18.55,16.0299,7.65,76.3299,chickpea,10,sandy
0.0,65.0,24.0,28.4958,62.4462,7.8415,53.1453,lentil,10,loamy
26.0,51.0,25.0,28.76,52.63,7.79,55.22,mothbeans,6,sandy
60.0,58.0,37.0,26.1387,79.1189,6.0673,171.4893,jute,6,alluvial
5.983,88.1842,57.1331,20.6703,40.5307,8.5351,211.6941,soybean,6,black
18.1191,85.9369,77.0438,21.0454,25.5375,8.7531,113.4514,sugarcane,2,alluvial
85.0,52.0,45.0,26.3136,82.367,7.2243,265.5356,rice,7,clay
86.0,95.0,49.0,28.05,78.05,6.46,108.4,banana,3,clay
91.0,5.0,150.0,24.61,41.89,6.37,138.37,wheat,10,alluvial
51.0225,56.015,17.9963,28.1229,64.2238,6.713,70.8702,blackgram,6,clay
119.0,30.0,49.0,25.36,80.46,6.9,47.72,watermelon,2,sandy
62.0,42.0,36.0,22.78,82.07,6.43,248.72,rice,7,clay
109.0,91.0,53.0,29.67,83.51,6.01,110.25,banana,3,clay
22.0,38.0,31.0,31.5336,53.0601,5.8211,98.5703,mango,2,loamy
45.0,61.0,78.0,19.4865,16.0624,6.4894,81.5284,chickpea,10,sandy
34.3175,77.308,19.654,31.981,48.7667,6.6527,99.087,pigeonpeas,6,alluvial
20.0,142.0,196.0,10.9,80.02,6.21,68.69,grapes,1,loamy
73.0,45.0,21.0,24.61,73.59,6.64,96.59,maize,6,alluvial
122.0,57.0,46.0,19.65,36.2,8.21,171.98,soybean,6,black
33.0,12.0,15.0,30.26,92.03,6.05,116.72,orange,7,loamy
1.0,8.0,26.0,27.51,94.19,5.56,156.67,coconut,1,sandy
83.0,23.0,55.0,26.9,83.89,6.46,43.97,watermelon,2,sandy
49.0,34.0,121.0,31.12,36.62,6.13,262.71,wheat,10,alluvial
129.0,68.0,31.0,38.6,39.39,6.99,161.58,soybean,6,black
39.0,60.0,15.0,35.09,30.99,5.0,116.91,pigeonpeas,6,alluvial
83.849,106.1374,45.0,34.7949,78.7186,6.2145,233.9071,soybean,6,black
42.0,74.0,83.0,19.26,14.28,7.55,65.78,chickpea,10,sandy
47.0,102.0,175.0,39.29,47.15,8.42,295.93,sugarcane,2,alluvial
38.0,14.0,37.0,21.8052,94.6361,6.6584,102.6489,pomegranate,2,sandy
8.0,58.0,17.0,28.75,69.16,7.29,35.15,lentil,10,loamy
0.0,17.0,42.0,23.2024,91.1944,6.8598,109.0946,pomegranate,2,sandy
96.0,48.4673,173.8126,23.8671,52.8615,7.3536,92.8884,sugarcane,2,alluvial
38.0665,64.4501,16.5499,30.2605,68.4769,6.7062,65.0115,blackgram,6,clay
18.0,30.0,29.0,26.76,92.86,6.42,224.59,coconut,1,sandy
61.0,66.0,120.0,16.83,57.26,5.24,83.94,soybean,6,black
62.0,49.0,37.0,24.2174,82.8528,7.4792,166.1366,jute,6,alluvial
48.0,115.0,129.0,17.86,82.33,6.21,291.64,maize,6,alluvial
106.5183,93.4817,51.5183,27.3675,83.3151,6.0656,103.0174,banana,3,clay
15.5598,78.8994,20.8805,29.7674,56.8175,7.1419,121.2065,pigeonpeas,6,alluvial
23.4111,34.4722,33.8222,29.9294,54.3018,5.4817,100.1152,mango,2,loamy
31.0,130.0,198.0,21.8,92.73,5.55,120.06,apple,1,loamy
52.4655,73.0,79.5586,17.3745,18.3748,7.7953,93.8091,chickpea,10,sandy
91.0,13.0,47.0,29.11,92.44,6.14,27.96,muskmelon,2,sandy
36.2579,56.5807,25.0,26.5272,43.5695,8.1473,69.5769,mothbeans,6,sandy
25.0,62.0,21.0,26.73,68.14,7.04,67.15,blackgram,6,clay
57.0,64.0,55.0,26.6839,92.9585,6.5838,62.5069,papaya,3,alluvial
66.8975,8.4791,86.4512,24.1764,54.3463,5.2852,181.11,wheat,10,alluvial
61.0,41.0,44.0,24.3697,82.1132,6.5379,159.9211,jute,6,alluvial
110.9538,79.0923,38.2027,24.2829,37.9024,8.4829,158.7376,soybean,6,black
99.0,70.0,46.0,26.6,83.0,5.73,100.51,banana,3,clay
104.0,47.0,18.0,23.9656,76.977,7.6334,90.7562,cotton,5,black
59.0,62.0,49.0,43.36,93.35,6.94,114.78,papaya,3,alluvial
117.0,30.0,50.0,24.9011,87.2081,6.7442,46.5918,watermelon,2,sandy
98.3678,16.8967,27.0,27.3693,64.369,6.5103,166.7937,coffee,6,laterite
97.0,36.0,45.0,22.2287,81.8587,6.9391,278.0792,rice,7,clay
20.0,77.0,23.0,34.8725,38.8379,5.1803,148.2503,pigeonpeas,6,alluvial
105.9839,94.672,49.0161,27.342,83.9619,6.0256,97.692,banana,3,clay
6.0,69.0,19.0,26.8863,41.6962,4.7509,94.4675,pigeonpeas,6,alluvial
12.0,6.0,8.0,30.85,92.87,6.39,107.41,orange,7,loamy
130.0,106.0,24.0,34.71,78.0,7.62,284.55,barley,10,alluvial
74.1144,37.0627,43.8229,23.2609,74.6996,6.5947,154.3428,jute,6,alluvial
22.0,42.8247,23.6493,25.4453,53.8782,5.1139,46.5928,mothbeans,6,sandy
39.4385,141.3154,202.1231,22.8092,81.55,6.4056,68.1488,grapes,1,loamy
28.0,136.0,200.0,23.062,92.3954,6.2459,114.7399,apple,1,loamy
38.0,60.0,76.0,18.6505,17.8085,8.8687,77.928,chickpea,10,sandy
58.0,79.0,17.0,27.2477,66.1012,7.0417,62.3184,blackgram,6,clay
60.0,44.0,23.0,24.79,70.05,5.72,76.73,maize,6,alluvial
14.0,8.0,43.0,21.9251,94.4649,7.0517,111.7162,pomegranate,2,sandy
85.0,38.0,41.0,21.59,82.79,6.25,276.66,rice,7,clay
74.0,30.0,190.0,34.22,24.38,4.9,166.82,wheat,10,alluvial
102.0,37.0,25.0,25.31,77.92,5.91,72.83,cotton,5,black
4.0,13.0,6.0,15.6321,94.2597,7.5611,101.4706,orange,7,loamy
98.0,29.0,30.0,25.64,61.0327,6.218,199.4736,coffee,6,laterite
37.0,23.0,28.0,25.6129,94.3139,5.7401,224.3207,coconut,1,sandy
87.0,44.0,43.0,23.8748,86.7926,6.7187,177.5147,jute,6,alluvial
108.7745,72.3549,46.0647,28.5383,80.0424,5.7607,91.1464,banana,3,clay
115.0,116.0,141.0,22.78,42.86,6.11,111.91,barley,10,alluvial
120.0,20.0,45.0,25.6658,88.6984,6.1141,54.2272,watermelon,2,sandy
22.1393,35.1721,18.8607,26.0655,48.4678,5.7236,36.6556,mothbeans,6,sandy
31.6934,138.0,197.6733,22.2604,91.2611,6.0945,122.3892,apple,1,loamy
33.0,12.0,15.0,30.2598,92.0301,6.0501,116.7199,orange,7,loamy
69.0,57.0,35.0,24.31,78.54,6.19,186.23,jute,6,alluvial
14.6443,125.6711,203.6711,22.8903,92.4004,6.3099,106.3332,apple,1,loamy
47.0277,34.0683,43.9594,22.4276,80.6633,5.2228,210.0689,wheat,10,alluvial
35.0,67.9247,45.3014,42.8138,90.1741,6.6128,235.2155,papaya,3,alluvial
100.0,75.0,7.0,27.78,32.8,8.54,199.42,soybean,6,black
13.0,23.0,6.0,23.9615,90.2641,7.3653,102.6959,orange,7,loamy
62.0,48.0,20.0,21.7,60.47,6.71,95.71,maize,6,alluvial
7.0,25.0,127.0,26.14,65.99,5.59,255.75,rice,7,clay
55.0,66.0,22.0,30.9122,68.7943,7.7478,66.6383,blackgram,6,clay
90.0,40.0,39.0,25.7267,81.8617,6.6265,191.9649,jute,6,alluvial
26.0,121.0,201.0,22.1904,90.0285,6.1607,112.311,apple,1,loamy
24.0,130.0,195.0,30.0,81.54,6.11,67.13,grapes,1,loamy
69.4726,86.6849,11.262,37.2073,54.1825,8.5537,163.5434,wheat,10,alluvial
19.0,65.0,25.0,18.1,18.29,5.63,144.79,kidneybeans,10,loamy
100.0,48.0,16.0,25.719,67.2219,5.5499,74.5149,maize,6,alluvial
23.8634,139.7268,204.3169,11.784,83.131,5.9355,68.6372,grapes,1,loamy
139.0,87.0,168.0,26.89,78.62,8.77,261.22,maize,6,alluvial
39.0,9.0,15.0,25.3515,91.8106,7.9907,116.7586,orange,7,loamy
75.7015,30.4429,73.9092,35.511,37.1634,6.4071,126.3149,soybean,6,black
18.0,58.0,16.0,21.48,38.8,4.96,180.38,pigeonpeas,6,alluvial
2.0,51.0,17.0,25.8768,45.9634,5.8385,38.5325,mothbeans,6,sandy
104.0,26.0,30.0,24.4073,62.6569,6.411,148.6977,coffee,6,laterite
5.8878,123.3367,202.3266,12.7645,81.574,6.1625,66.8159,grapes,1,loamy
46.6108,63.8379,161.8647,25.5559,81.8756,7.5063,276.8917,barley,10,alluvial
102.0671,46.0,19.0168,22.7812,82.5334,6.6228,81.4941,cotton,5,black
90.8212,12.7153,45.8212,24.694,84.6264,6.3346,48.7136,watermelon,2,sandy
118.0,33.0,30.0,24.1318,67.2251,6.3626,173.3228,coffee,6,laterite
38.0,19.0,31.0,34.74,49.09,5.86,90.65,mango,2,loamy
14.9145,141.3718,197.0,23.0149,92.0979,5.9941,114.8168,apple,1,loamy
17.0,64.0,16.0,30.98,32.25,7.16,180.72,pigeonpeas,6,alluvial
34.0,60.0,22.1616,18.0585,19.2523,5.6431,100.5697,kidneybeans,10,loamy
48.0,61.0,21.0,30.285,61.693,6.6283,65.6286,blackgram,6,clay
52.2029,60.1014,78.7971,19.3853,17.9243,8.1595,75.8241,chickpea,10,sandy
31.0,11.0,45.0,24.8395,86.8874,6.0346,107.6436,pomegranate,2,sandy
13.0,64.0,20.0,19.1346,62.5753,6.5906,36.4695,lentil,10,loamy
0.0,65.5005,23.4995,28.8306,64.1911,7.5281,52.7533,lentil,10,loamy
107.0,22.0,54.0,27.9961,90.8466,6.6303,21.6189,muskmelon,2,sandy
29.5715,138.619,204.8095,23.4926,93.6275,6.0919,116.8891,apple,1,loamy
3.2274,10.1638,36.6455,23.0557,90.1767,5.8272,104.1021,pomegranate,2,sandy
69.5889,48.4722,40.8833,25.6955,75.5691,6.3075,182.7763,jute,6,alluvial
119.0,72.0,55.0,25.99,83.34,6.22,112.08,banana,3,clay
7.4111,28.5889,38.5889,23.0918,93.5538,6.7022,106.067,pomegranate,2,sandy
14.0,8.0,43.0,21.9251,94.4649,7.0517,111.7162,pomegranate,2,sandy
32.0,129.0,201.0,16.3625,83.0047,6.4875,71.5567,grapes,1,loamy
24.0,140.0,205.0,12.087,83.594,5.932,68.6681,grapes,1,loamy
63.0,50.0,52.0,28.6456,93.2264,6.7517,115.8164,papaya,3,alluvial
103.9747,12.2025,151.1923,30.8003,72.3908,5.0577,239.1741,barley,10,alluvial
99.0,66.0,24.0,18.48,31.71,4.77,104.36,sugarcane,2,alluvial
40.0,5.0,29.0,28.4843,97.7687,5.8209,160.3894,coconut,1,sandy
111.0,41.0,18.0,23.64,78.13,6.11,80.96,cotton,5,black
39.0,76.0,76.0,19.97,15.57,8.14,69.16,chickpea,10,sandy
37.0,55.0,82.0,19.4559,18.0224,8.4239,78.4491,chickpea,10,sandy
135.0,98.0,132.0,18.16,27.38,4.93,82.59,soybean,6,black
64.0,45.0,43.0,25.63,83.53,5.53,209.9,rice,7,clay
54.0,61.0,77.0,18.81,15.22,6.21,77.54,chickpea,10,sandy
94.1595,57.0,41.2802,23.7641,73.587,6.5098,183.7124,jute,6,alluvial
37.9696,57.1873,19.281,29.4724,46.5758,6.4806,165.9339,pigeonpeas,6,alluvial
12.0,20.0,10.0,24.4513,93.1053,6.5284,109.4711,orange,7,loamy
134.0,56.0,18.0,23.8083,83.919,6.6913,70.9736,cotton,5,black
34.0,47.0,19.0,27.3137,85.4482,6.5688,53.1522,mungbean,3,sandy
17.0,67.0,18.0,31.2193,56.4687,5.6115,129.2029,pigeonpeas,6,alluvial
25.0,21.0,11.0,32.238,90.1541,6.46,104.7052,orange,7,loamy
9.4417,57.8834,23.1166,29.3255,88.5136,7.161,40.3232,mungbean,3,sandy
43.0,68.0,20.0,29.58,66.18,7.5,69.44,blackgram,6,clay
